Food,Portion,Unit,Grains,Whole_Grains,Vegetables,Orange_Vegetables,Drkgreen_Vegetables,Starchy_vegetables,Other_Vegetables,Fruits,Milk,Meats,Soy,Drybeans_Peas,Oils,Solid_Fats,Added_Sugars,Alcohol,Calories,Saturated_Fats
Sour cream dip,0.25,cup,0.04799,0,0.0407,0,0,0,0.0407,0,0,0,0,0,0,105.6485,1.57001,0,133.65,7.36898
"Ice cream, regular",1,cup,0,0,0,0,0,0,0,0,0.29393,0,0,0,0,130.99968,95.20488,0,267.33,9.0307
"Ice cream, rich",1,cup,0,0,0,0,0,0,0,0,0.2516,0.0962,0,0,0,213.06672,96.1034,0,368.52,15.2884
Soft serve ice cream,1,cup,0,0,0,0,0,0,0,0,0.38233,0,0,0,0,170.39808,123.83793,0,347.73,11.7467
"Ice cream bar, chocolate covered",1,bar (bar = 3 fl oz),0,0,0,0,0,0,0,0,0.09744,0,0,0,0,112.32144,45.54761,0,169.12,9.5872
Ice cream sandwich,1,sandwich,0.53454,0,0,0,0,0,0,0,0.09912,0,0,0,0,49.46265,48.40002,0,143.37,3.2332
Light ice cream,1,cup,0,0,0,0,0,0,0,0,0.7598,0,0,0,0,45.60372,70.88353,0,216.15,3.3929
Light soft serve ice cream,1,cup,0,0,0,0,0,0,0,0,0.7175,0,0,0,0,39.6585,0,0,220.5,2.8525
Light ice cream sandwich,1,sandwich,0.5436,0,0,0,0,0,0,0,0.2652,0,0,0,0,21.2112,41.22339,0,129.6,1.368
Light ice cream bar,1,bar (bar = 3 fl oz),0,0,0,0,0,0,0,0,0.25648,0,0,0,0,84.15288,37.81981,0,153.44,7.728
Light fudgesicle,1,sicle (sicle = 2.5 fl oz),0,0,0,0,0,0,0,0,0.40661,0,0,0,0,27.86337,37.92188,0,121.91,2.0367
Sherbet,1,cup,0,0,0,0,0,0,0,0.11387,0.21423,0,0,0,0.04932,18.20376,151.04761,0,277.92,2.2388
"Low fat, low sugar ice milk",1,cup,0.04176,0,0,0,0,0,0,0,0.43344,0.08928,0,0,0.352,7.9704,73.98561,0,152.64,0.8928
"Cheese (cheddar, Swiss)",0.25,cup shredded,0,0,0,0,0,0,0,0,0.66444,0,0,0,0,83.06347,0,0,113.8475,5.95793
Feta or goat cheese,0.25,cup crumbled,0,0,0,0,0,0,0,0,0.6615,0,0,0,0,70.62862,0,0,99,5.60625
Mozzarella cheese (part skim),1,slice (slice = 1 oz),0,0,0,0,0,0,0,0,0.66679,0,0,0,0,49.90734,0,0,85.617,3.59194
Low fat cheddar or Swiss,0.25,"cup, shredded",0,0,0,0,0,0,0,0,0.95229,0,0,0,0,10.67985,0,0,48,0.892
"Cottage cheese, creamed",0.5,cup,0,0,0,0,0,0,0,0,0.20055,0,0,0,0,42.2604,0,0,108.15,2.9925
Ricotta cheese,0.25,cup,0,0,0,0,0,0,0,0,0.5,0,0,0,0,56.93855,0,0,95.94,4.06515
Lowfat cottage cheese,0.5,cup,0,0,0,0,0,0,0,0,0.24973,0,0,0,0,9.92592,0,0,81.36,0.7345
Cream cheese (regular),1,Tablespoon,0,0,0,0,0,0,0,0,0,0,0,0,0,45.50535,0,0,50.605,3.18565
Low fat cream cheese,1,Tablespoon,0,0,0,0,0,0,0,0,0,0,0,0,0,23.76,0,0,34.65,1.6635
American cheese (processed),1,slice (slice = 3/4 oz),0,0,0,0,0,0,0,0,0.37044,0,0,0,0,48.56922,0,0,70.56,3.2697
Fat-free American cheese,1,slice (slice = 3/4 oz),0,0,0,0,0,0,0,0,0.49392,0,0,0,0,0.6237,0,0,31.08,0.105
Cheese spread or dip,1,slice Velveeta,0,0,0,0,0,0,0,0,0.60976,0,0,0,0,65.05101,4.11272,0,100.24333,4.60774
Cream cheese dip,2,Tablespoons,0,0,0.0036,0,0,0,0.0036,0,0,0.0066,0,0,0.49133,76.2912,0.28282,0,106.2,5.67
Cheese sauce,0.25,cup,0.12636,0,0,0,0,0,0,0,0.47871,0,0,0,0,70.91348,0,0,109.35,3.65107
"Cheese sauce, low fat",0.25,cup,0.11178,0,0.00061,0,0,0,0.00061,0,0.5589,0.00182,0,0,0,39.96196,0.3061,0,79.5825,1.69493
Alfredo sauce,0.25,cup,0,0,0,0,0,0,0,0,0.45502,0,0,0,0,223.76291,0,0,249.075,15.65527
Fried cheese sticks,3,"pieces or 4"" sticks",1.17744,0,0,0,0,0,0,0,2.60568,0.22044,0.00528,0,0.00381,273.537,4.39833,0,502.92,16.3548
Grilled steak (eat lean & fat),1,medium steak,0,0,0,0,0,0,0,0,0,6.74832,0,0,0,123.5628,0,0,516.12,11.9544
Grilled steak (eat lean only),1,medium steak,0,0,0,0,0,0,0,0,0,5.50212,0,0,0,5.967,0,0,307.32,4.7268
Fried steak (eat lean & fat),1,medium steak,0,0,0,0,0,0,0,0,0,6.04248,0,0,0,210.24036,0,0,587.52,12.9744
Fried steak (eat lean only),1,medium steak,0,0,0,0,0,0,0,0,0,5.3118,0,0,0,38.52576,0,0,358.8,4.8204
Breaded fried steak (eat lean & fat),1,medium steak,1.97559,0,0,0,0,0,0,0,0.04617,5.32899,0.00972,0,2.19672,242.86635,7.38598,0,801.9,16.1109
Breaded fried steak (eat lean only),1,medium steak,1.51032,0,0,0,0,0,0,0,0.03534,4.82856,0.00744,0,1.6802,53.85258,5.65347,0,515.22,6.9564
BBQ short ribs with sauce,1,medium rib,0.06375,0,0.00459,0,0,0,0.00459,0,0,0.93534,0,0,0.00057,28.05408,3.76345,0,107.61,2.4378
Roast beef (eat lean & fat),1,medium slice,0,0,0,0,0,0,0,0,0,1.34988,0,0,0,36.83232,0,0,111.72,2.8728
Roast beef (eat lean only),1,medium slice,0,0,0,0,0,0,0,0,0,1.48134,0,0,0,6.37686,0,0,82.74,1.3608
Beef brisket,1,"medium slice, 1/4 "" thick",0,0,0,0,0,0,0,0,0,1.4448,0,0,0,9.53316,0,0,96.6,1.7346
"Ground beef (75% lean, regular)",1,medium patty (4 per pound),0,0,0,0,0,0,0,0,0,2.6911,0,0,0,79.0704,0,0,234.6,6.137
Ground beef (80% lean),1,medium patty (4 per pound),0,0,0,0,0,0,0,0,0,2.81688,0,0,0,73.91736,0,0,236.72,5.8872
Low fat ice cream,1,cup,0.72199,0,0,0,0,0,0,0,0.35894,0.2329,0,0,0,11.61486,171.70839,0,228.79,0.822
Diet pudding (instant or canned),0.5,cup (4 fl oz),0.4901,0,0,0,0,0,0,0,0.4498,0,0,0,0.00087,10.0269,28.58916,0,105.3,0.754
Pudding (instant or canned),0.5,cup (4 fl oz),0.24665,0,0,0,0,0,0,0,0.45023,0,0,0,0,19.00341,57.78004,0,133.11,1.34415
"Pudding, no sugar added",0.5,cup (4 fl oz),0.54125,0,0,0,0,0,0,0,0.47375,0,0,0,0.00625,1.72125,0,0,81.25,1.1525
White sauce (cream sauce),0.25,cup,0.23438,0,0,0,0,0,0,0,0.24,0,0,0,0,58.13437,0,0,90.625,1.7125
Milk gravy,0.25,cup,0.195,0,0,0,0,0,0,0,0.24938,0,0,0,0,56.5425,0,0,88.125,2.775
Grilled cheese sandwich,1,sandwich,2.036,0,0,0,0,0,0,0,0.49,0,0,0,0.27,125.974,8.22,0,290,5.978
"Turkey lunch meat, fat free",1,ounce,0,0,0,0,0,0,0,0,0,0.9884,0,0,0,0,0,0,28.56,0.06552
Coffee,1,fast food (16 fl oz order),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.2,0
Latte,1,medium (14 fl oz order),0,0,0,0,0,0,0,0,1.07304,0,0,0,0,45.31248,0,0,142.8,3.3048
Cappuccino,1,medium (17 fl oz order),0,0,0,0,0,0,0,0,1.01088,0,0,0,0,70.37766,0,0,160.38,4.5684
"Turkey breast lunch meat, fat free",1,ounce,0,0,0,0,0,0,0,0,0,0.9884,0,0,0,0,0,0,23.52,0.0574
"Tofu, firm",0.25,cup,0,0,0,0,0,0,0,0,0,0,0.99981,0,0,0,0,0,44.1,0.54369
Fried tofu,0.25,cup,0,0,0,0,0,0,0,0,0,0,0.98394,0,1.65609,0,0,0,168.02,1.80916
Ground beef (95% lean),1,medium patty (4 per pound),0,0,0,0,0,0,0,0,0,3.6006,0,0,0,0,0,0,167.28,2.75196
Ground beef (90% lean),1,medium patty (4 per pound),0,0,0,0,0,0,0,0,0,3.43827,0,0,0,13.74813,0,0,201.96,4.17582
Whole milk,1,cup,0,0,0,0,0,0,0,0,1.0004,0,0,0,0,69.56928,0,0,146.4,4.5384
2% milk (reduced fat),1,cup,0,0,0,0,0,0,0,0,1.0004,0,0,0,0,41.46048,0,0,122,3.0744
1% milk (low fat),1,cup,0,0,0,0,0,0,0,0,1.0004,0,0,0,0,19.50048,0,0,102.48,1.5372
Fat free milk (skim),1,cup,0,0,0,0,0,0,0,0,0.9996,0,0,0,0,0,0,0,83.3,0.294
Low lactose lowfat (1%) milk,1,cup,0,0,0,0,0,0,0,0,0.99308,0,0,0,0,19.50048,0,0,102.48,1.5372
Low lactose fat free (skim) milk,1,cup,0,0,0,0,0,0,0,0,0.9996,0,0,0,0,0,0,0,83.3,0.294
Low lactose reduced fat (2%) milk,1,cup,0,0,0,0,0,0,0,0,1.0004,0,0,0,0,41.46048,0,0,122,3.0744
Low lactose whole milk,1,cup,0,0,0,0,0,0,0,0,1.0004,0,0,0,0,69.56928,0,0,146.4,4.5384
Buttermilk,1,cup,0,0,0,0,0,0,0,0,0.9996,0,0,0,0,17.5959,0,0,98,1.3475
"Nonfat dry milk, reconstituted",1,cup,0,0,0,0,0,0,0,0,0.9996,0,0,0,0,0,0,0,80.85,0.1078
Sweetened condensed milk,0.25,cup,0,0,0,0,0,0,0,0,0.33966,0,0,0,0,59.28674,142.93239,0,245.565,4.19985
Soymilk,1,cup,0,0,0,0,0,0,0,0,0,0,0.9996,0,0.54771,0,0,0,98,0.5145
Flavored soymilk,1,cup,0,0,0,0,0,0,0,0,0,0,1.0008,0,0.38933,3.9096,37.44922,0,117.6,0.504
"Plain yogurt, whole milk",1,8 oz container,0,0,0,0,0,0,0,0,0.92616,0,0,0,0,64.66095,0,0,138.47,4.767
"Plain yogurt, fat free",1,8 oz container,0,0,0,0,0,0,0,0,0.92616,0,0,0,0,1.40967,0,0,127.12,0.2724
"Flavored yogurt, whole milk",1,8 oz container,0,0,0,0,0,0,0,0,0.92616,0,0,0,0,63.1287,72.09592,0,229.27,4.54
"Flavored yogurt, low fat",1,8 oz container,0,0,0,0,0,0,0,0,0.92616,0,0,0,0,23.67837,73.53488,0,192.95,1.8387
"Flavored yogurt, fat-free sugar-free",1,8 oz container,0.00908,0,0,0,0,0,0,0,0.92616,0,0,0,0.0005,2.02257,0,0,97.61,0.2724
"Fruit yogurt, whole milk",1,6 oz container,0,0,0,0,0,0,0,0.0578,0.6936,0,0,0,0,48.2715,91.2402,0,202.3,3.468
"Fruit yogurt, low fat",1,6 oz container,0,0,0,0,0,0,0,0.0578,0.6936,0,0,0,0,15.0399,93.28496,0,173.4,1.19
"Fruit yogurt, fat-free sugar-free",1,6 oz container,0,0,0,0,0,0,0,0.1921,0.7055,0,0,0,0,0.765,0,0,86.7,0.153
"Frozen yogurt, low fat",1,cup,0,0,0,0,0,0,0,0,0.874,0,0,0,0,24.894,100.64477,0,214,1.88
"Frozen yogurt, low fat sugar free",1,cup,1.52892,0,0,0,0,0,0,0,0.86118,0,0,0,0.00744,11.53386,0,0,199.02,0.9486
"Frozen yogurt, whole milk",1,cup,0,0,0,0,0,0,0,0,0.609,0,0,0,0,55.2798,110.55418,0,220.98,4.0542
"Chocolate milk, whole milk",1,cup (1 school carton),0,0,0,0,0,0,0,0,1,0,0,0,0,74.565,48.31502,0,207.5,5.25
"Chocolate milk, 2% (reduced fat)",1,cup (1 school carton),0,0,0,0,0,0,0,0,1,0,0,0,0,43.29,45.99882,0,175,2.825
"Chocolate milk, fat free (skim)",1,cup (1 school carton),0,0,0,0,0,0,0,0,1,0,0,0,0,4.6575,52.25661,0,140,0.575
"Chocolate milk, 1% (low fat)",1,cup (1 school carton),0,0,0,0,0,0,0,0,1,0,0,0,0,20.79,45.5112,0,157.5,1.55
Instant cocoa (with water),1,packet dry mix with water,0,0,0,0,0,0,0,0,0.18746,0,0,0,0,9.86328,65.49322,0,113.3,0.6798
"Instant cocoa, diet (with water)",1,packet dry mix with water,0.25807,0,0,0,0,0,0,0,0.25019,0,0,0,0.0591,1.43613,0,0,57.13,0.2561
Malted milk (Ovaltine),1,cup,0.1833,0,0,0,0,0,0,0,0.94705,0,0,0,0.01149,42.40575,22.11601,0,173.9,2.9845
Milk shake (whole milk),1,milkshake (10 fl oz),0,0,0,0,0,0,0,0,0.7641,0,0,0,0,124.70112,158.37394,0,393.37,8.3202
"Milk shake, low fat",1,small shake (12 fl oz),0,0,0,0,0,0,0,0,0.5157,0,0,0,0,13.33944,110.89324,0,198.64,0.9741
fruit smoothie made with milk,1,commercial smoothie (20 fl oz),0,0,0,0,0,0,0,1.41174,0.56672,0,0,0,0.02024,60.47712,206.76453,0,495.88,4.78676
Chocolate flavored drink,1,bottle (9 fl oz),0,0,0,0,0,0,0,0,0.04384,0,0,0,0.00061,9.76536,50.81553,0,128.78,0.8494
Meal replacement drink (Slim Fast),1,cup,0,0,0,0,0,0,0,0,0.93,0,0,0,0.68999,1.62936,104.72517,0,173.6,0.6448
"Dry milk powder, low fat",0.25,cup,0,0,0,0,0,0,0,0,0.75,0,0,0,0,2.6622,0,0,109.8,0.411
Meal replacement powder (Slim Fast),1,tablespoon,0.03825,0,0,0,0,0,0,0,0.1563,0,0.0264,0,0,0.01755,23.25704,0,48.6,0.027
Light cream,2,Tablespoons (1 fl oz),0,0,0,0,0,0,0,0,0,0,0,0,0,52.137,0,0,58.5,3.606
Half & Half,2,Tablespoons (1 fl oz),0,0,0,0,0,0,0,0,0,0,0,0,0,31.257,0,0,39.26,2.16232
"Whipped cream, sweetened",0.25,cup,0,0,0,0,0,0,0,0,0,0,0,0,0,93.20378,6.69242,0,103.53,6.44385
Coffee Mate (liquid),2,Tablespoons (1 fl oz),0,0,0,0,0,0,0,0,0,0,0,0,0,26.919,13.22425,0,40.8,0.582
Coffee Mate Lite (liquid),2,Tablespoons (1 fl oz),0,0,0,0,0,0,0,0,0,0,0,0,0,9.45,10.57648,0,20.7,0.27
Coffee Mate (powder),1,packet,0,0,0,0,0,0,0,0,0,0,0,0,0,9.5796,6.37758,0,16.38,0.9756
Sour cream,1,individual container,0,0,0,0,0,0,0,0,0,0,0,0,0,56.592,0,0,64.2,3.915
"Sour cream, low fat or light",2,Tablespoons,0,0,0,0,0,0,0,0,0,0,0,0,0,30.528,0,0,43.52,2.112
Ground beef (85% lean),1,medium patty (4 per pound),0,0,0,0,0,0,0,0,0,3.15936,0,0,0,58.54464,0,0,238.08,5.5776
Beef jerky,1,piece (Slim Jim),0,0,0,0,0,0,0,0,0,0.27773,0,0,0.00085,17.47699,3.34702,0,39.36,1.0416
Pastrami (beef),1,slice (slice = 1 oz),0,0,0,0,0,0,0,0,0,0.77084,0,0,0,55.2762,0,0,97.72,2.9176
Grilled pork chop (eat lean & fat),1,medium,0,0,0,0,0,0,0,0,0,3.0159,0,0,0,41.0427,0,0,216,4.662
Grilled pork chop (eat lean only),1,medium,0,0,0,0,0,0,0,0,0,2.9484,0,0,0,4.3092,0,0,174.72,3.0324
Fried pork chop (eat lean & fat),1,medium,0,0,0,0,0,0,0,0,0,2.54016,0,0,0,74.70792,0,0,225.99,5.508
Tea (unsweetened),1,teacup (cup = 6 fl oz),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.78,0.00356
"Soft drink, diet",1,small (drink = 16 fl oz),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.73,0
"Fruit drink (punch, ade, or cooler)",1,cup,0,0,0,0,0,0,0,0.10664,0,0,0,0,0,0,96.98567,0,119.04,0
Lemonade,1,cup,0,0,0,0,0,0,0,0.11408,0,0,0,0,0,0,93.23684,0,99.2,0.01736
Crystal Lite (low-calorie fruit drink),1,cup,0,0,0,0,0,0,0,0.4296,0,0,0,0,0,0,0.03901,0,45.6,0
Cranberry juice cocktail,1,cup,0,0,0,0,0,0,0,0.77418,0,0,0,0,0.01349,0,117.9808,0,144.21,0.0253
Gatorade or Powerade (sports drink),1,cup,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.01031,0,60,0
Pedialyte,1,cup,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0
Beer or ale,1,can,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147.6,147.6,0
Lite beer,1,can,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.8,100.8,0
Cordial or liqueur,1,cordial glass,0,0,0,0,0,0,0,0,0,0,0,0,0.01333,0,17.98668,52.8,70.8,0.012
Bloody Mary,1,cocktail,0,0,0.34914,0,0,0,0.34914,0.05796,0,0,0,0,0,0,0,98.532,114.54,0.0138
Gin & tonic,1,cocktail,0,0,0,0,0,0,0,0.0588,0,0,0,0,0,0,53.3505,104.37,159.6,0.0042
Manhattan,1,cocktail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138.243,138.243,0
Margarita,1,cocktail (incl. frozen),0,0,0,0,0,0,0,0.15819,0,0,0,0,0.01389,0,60.12325,325.3698,425.754,0.03906
Martini,1,cocktail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129.514,129.92,0
Rum & coke,1,cocktail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98.59676,166.32,273.6,0.0144
Pina colada,1,cocktail,0,0,0,0,0,0,0,0.4248,0,1.7736,0,0,0.4384,0,146.48105,166.32,417.6,3.96
Liqueur with cream,2,fluid ounces,0,0,0,0,0,0,0,0,0,0,0,0,0,87.35119,22.65648,92.9,203.394,6.00852
Table wine (all),1,standard wine glass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113.575,113.575,0
Dessert wine (all),1,small wine glass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164.8,164.8,0
Wine cooler,1,drink (drink = 7 fl oz),0,0,0,0,0,0,0,0.063,0,0,0,0,0,0,39.69714,71.60286,111.3,0.0063
Sangria,1,drink (drink = 8 fl oz),0,0,0,0,0,0,0,0.15276,0,0,0,0,0,0,63.33404,100.82596,164.16,0.0114
Brandy or cognac,2,fluid ounces,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128.436,128.436,0
"Whiskey (bourbon, scotch, rye)",1,jigger (jigger = 1.5 oz),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,105,0
Gin,1,jigger (jigger = 1.5 oz),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110.46,110.46,0
Rum,1,jigger (jigger = 1.5 oz),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97.02,97.02,0
Vodka or tequila,1,jigger (jigger = 1.5 oz),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97.02,97.02,0
Water,1,cup,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fitness Water (Propel),1,cup (8 fl oz),0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.85,0,11.85,0
Mixed nuts,1,ounce,0,0,0,0,0,0,0,0,0,2.00362,0,0,2.32375,3.46338,0,0,175,2.49636
Sesame seeds,1,Tablespoon,0,0,0,0,0,0,0,0,0,0.66141,0,0,0.61346,0,0,0,53,0.63
Flax seed,1,Tablespoon,0,0,0,0,0,0,0,0,0,0.63936,0,0,0.31107,0,0,0,45,0.29
Wheat cracker,4,Wheatsworth crackers,0.516,0.296,0,0,0,0,0,0,0,0,0,0,0,21.204,5.824,0,56,0.62
"Bulgur, no fat added",0.5,"cup, cooked",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0.028
"Couscous, no fat added",0.5,"cup, cooked",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,0.023
Raisins,1,Tablespoon,0,0,0,0,0,0,0,0.12497,0,0,0,0,0,0,0,0,27,0.00544
Romaine lettuce,1,medium leaf,0,0,0.163,0,0.163,0,0,0,0,0,0,0,0,0,0,0,2,0.007
"Vegetable oil (canola, corn, olive, etc)",1,Teaspoon,0,0,0,0,0,0,0,0,0,0,0,0,1.00741,0,0,0,40,0.56893
Coffee Mate Lite  (powder),1,packet,0,0,0,0,0,0,0,0,0,0,0,0,0,4.239,8.52994,0,12.93,0.114
Cool Whip,0.25,cup,0,0,0,0,0,0,0,0,0,0,0,0,0.00104,42.64312,16.7406,0,59.625,4.08375
Lowfat Cool Whip,0.25,cup,0,0,0,0,0,0,0,0,0,0,0,0,0,2.45625,0.90281,0,41.25,2.11313
Parmesan or Romano cheese,1,tablespoon,0,0,0,0,0,0,0,0,0.17635,0,0,0,0,12.55725,0,0,21.55,0.865
Jello,0.5,cup,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.96523,0,74.4,0
Jello with fruit,0.5,cup,0,0,0,0,0,0,0,0.2904,0,0,0,0,0,0,41.17463,0,78,0.024
Sugar-free Jello (diet),1,snack-size package (3.5 oz),0.04653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.96,0
Sugar-free Jello with fruit (diet),0.5,cup,0.0336,0,0,0,0,0,0,0.3192,0,0,0,0,0,0,0,0,39.6,0.036
Fruit ice (Italian fruit ice),0.5,cup,0,0,0,0,0,0,0,0.01351,0,0,0,0,0,0,121.65371,0,123.52,0
Milk chocolate bar or candy (plain),1,Big Block bar (2.2 oz),0,0,0,0,0,0,0,0,0.24862,0,0,0,2.3126,71.3961,108.27245,0,331.7,8.835
Krackel or Crunch Bar,1,bar (1.2 oz),0.00918,0,0,0,0,0,0,0,0.13498,0,0,0,1.13296,34.95132,63.42603,0,168.64,5.4026
Milk chocolate fruit & nut bar,1,bar (1.2 oz),0,0,0,0,0,0,0,0.05511,0.08514,0.2343,0,0,1.02755,25.01037,51.3854,0,150.48,4.0557
Milk chocolate bar with almonds,1,bar (1.45 oz),0,0,0,0,0,0,0,0,0.14637,0.31447,0,0,1.82441,45.33534,60.3238,0,215.66,6.9618
Chocolate chips,0.25,cup,0,0,0,0,0,0,0,0,0,0,0,0,2.1861,10.4139,5.40582,0,201.18,7.455
Dark chocolate candy bar,1,bar (1.45 oz),0,0,0,0,0,0,0,0,0,0,0,0,0,14.022,5.00282,0,207.05,8.2328
"Coconut candy, chocolate-covered",1,bar (1.75 oz),0,0,0,0,0,0,0,0,0,0.954,0,0,1.62867,31.3605,86.10557,0,243,10.29
Chocolate-covered candy,1,butter cream,0,0,0,0,0,0,0,0,0,0,0,0,0.27324,5.6736,59.29784,0,73.2,1.092
Fruit roll-up (fruit snack chews),1,pouch (1 oz),0.51856,0,0,0,0,0,0,0.09016,0,0,0,0,0.16713,0,45.84343,0,103.88,0.182
Snickers candy bar,1,bar (2 oz),0,0,0,0,0,0,0,0,0.12483,0.75012,0,0,1.74369,38.59812,99.97624,0,273.03,5.1243
Butterfinger candy bar,1,bar (2.2 oz),0.16165,0,0,0,0,0,0,0,0.01342,0.72041,0,0,0.79286,54.65295,120.40703,0,290.36,6.2464
Marshmallows,1,regular,0.07956,0,0,0,0,0,0,0,0,0,0,0,0.00242,0,16.05401,0,22.896,0.00432
Milky Way candy bar,1,bar (1.9 oz),0.13878,0.06966,0,0,0,0,0,0,0.09018,0,0,0,0.4872,58.08672,121.80065,0,228.42,4.2066
M&M's candies with peanuts,1,package (1.67 oz),0,0,0,0,0,0,0,0,0.141,0.82908,0,0,1.49032,30.76056,78.86896,0,242.52,4.8551
Peanut brittle,1,medium piece (0.3 oz),0,0,0,0,0,0,0,0,0,0.18549,0,0,0.1802,3.68469,22.98592,0,43.56,0.3726
Peanut butter cups (Reese's),1,"package (2 cups, 1.6 oz)",0,0,0,0,0,0,0,0,0.162,0.25155,0,0,1.7501,46.5183,71.7606,0,231.75,4.8285
Fast Break candy bar (Reese's),1,regular size bar,0,0,0,0,0,0,0,0,0.2,0.62,0,0,1.89,40.5,116,0,282.15,4.58052
Hard candy,1,"roll (0.9 oz, 12 pieces)",0,0,0,0,0,0,0,0,0,0,0,0,0.01156,0,63.34834,0,102.44,0
M&M's plain chocolate candies,1,package (1.7 oz),0.2688,0,0,0,0,0,0,0,0.10416,0,0,0,1.2752,39.42864,111.99656,0,236.16,6.2784
Taffy,1,piece,0.03713,0,0,0,0,0,0,0.00188,0.00301,0.00677,0.00009,0,0.00825,6.34669,22.19545,0,37.318,0.20492
Dietetic hard candy,1,Sweet'n Low candy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.25,0
Dietetic chocolate-covered candy,1,section candy bar,0.02961,0,0,0,0,0,0,0.00518,0.03927,0.08827,0,0,0.16066,16.13934,1.74991,0,40.25,1.5337
Chewing gum (made with sugar),1,piece,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.88,0,9.88,0.0016
Chewing gum (sugar-free),1,piece,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.36,0.0012
Tea (sweetened),1,teacup (cup = 6 fl oz),0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.5,0,52.5,0
Tonic water (quinine water),1,can,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124.44,0,124.44,0
Club soda (seltzer),1,can,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Soft drink, regular",1,can,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153.66174,0,154.98,0
Blue cheese dressing,1,Tablespoon,0,0,0,0,0,0,0,0,0.03106,0.03519,0,0,1.56036,7.87506,1.28571,0,77.112,1.5147
French dressing,1,Tablespoon,0,0,0.00406,0,0,0,0.00406,0,0,0,0,0,1.5522,0,8.38784,0,71.292,0.8814
Italian dressing (oil & vinegar),1,Tablespoon,0,0,0,0,0,0,0,0,0,0,0,0,0.92617,0,4.33665,0,42.777,0.65709
"Mayonnaise, regular",1,Tablespoon,0,0,0,0,0,0,0,0,0,0.02346,0,0,2.3713,0.53033,0.00673,0,98.946,1.63944
Miracle whip salad dressing,1,Tablespoon,0.03793,0,0,0,0,0,0,0,0,0.00956,0,0,1.05647,0.62975,2.9365,0,57.33,0.7203
Creamy dressing (ranch),1,Tablespoon,0,0,0.00191,0,0,0,0.00191,0,0,0,0,0,1.6497,2.80079,2.30093,0,71.442,1.12455
Sweet & sour dressing,1,Tablespoon,0,0,0.00265,0,0,0,0.00265,0,0,0,0,0,0,0,2.19585,0,2.34,0
Thousand island dressing,1,Tablespoon,0,0,0.01513,0,0,0,0.01529,0,0,0.0064,0,0,1.19142,0.71323,8.27628,0,57.72,0.79404
Low-calorie salad dressing,1,Tablespoon,0,0,0.00875,0,0,0,0.00875,0,0.00065,0.00081,0,0,0.3524,0.16767,4.98982,0,23.814,0.1296
Low-calorie mayonnaise,0.25,cup,0.40125,0,0,0,0,0,0,0.00313,0,0.00813,0,0,2.61528,0.79313,13.70415,0,145,2.0625
Fat-free Italian dressing,1,Tablespoon,0,0,0,0,0,0,0,0.00042,0.00168,0,0,0,0.02458,0.02898,1.71122,0,6.58,0.0406
Fat-free thousand island dressing,1,Tablespoon,0,0,0.02576,0,0,0,0.02592,0.00272,0,0,0,0,0.04764,0,9.77581,0,21.12,0.032
Fat-free ranch dressing,1,Tablespoon,0,0,0.01733,0,0,0,0.01733,0,0.01221,0,0,0,0,3.90703,3.13783,0,17.655,0.08085
White sugar (granulated or lump),1,teaspoon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.254,0,16.254,0
Powdered sugar (confectioner's sugar),1,teaspoon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.48177,0,9.725,0.0005
Brown sugar,1,"teaspoon, packed",0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.14365,0,17.342,0
