Food_Code,Display_Name,Portion_Default,Portion_Amount,Portion_Display_Name,Factor,Increment,Multiplier,Grains,Whole_Grains,Vegetables,Orange_Vegetables,Drkgreen_Vegetables,Starchy_vegetables,Other_Vegetables,Fruits,Milk,Meats,Soy,Drybeans_Peas,Oils,Solid_Fats,Added_Sugars,Alcohol,Calories,Saturated_Fats
14201010,"Cottage cheese, creamed",1,.50000,cup,.50000,.25000,.50000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.20055,.00000,.00000,.00000,.00000,42.26040,.00000,.00000,108.15000,2.99250
14201500,Ricotta cheese,1,.25000,cup,.25000,.25000,1.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.50000,.00000,.00000,.00000,.00000,56.93855,.00000,.00000,95.94000,4.06515
14204010,Lowfat cottage cheese,1,.50000,cup,.50000,.25000,.50000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.24973,.00000,.00000,.00000,.00000,9.92592,.00000,.00000,81.36000,.73450
14301010,Cream cheese (regular),1,1.00000,Tablespoon,1.00000,.50000,.50000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,45.50535,.00000,.00000,50.60500,3.18565
14301010,Cream cheese (regular),2,1.00000,"Tablespoon, whipped",1.00000,.50000,.50000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,31.38300,.00000,.00000,34.90000,2.19700
14301010,Cream cheese (regular),2,1.00000,individual container,1.00000,.50000,.50000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,88.97080,.00000,.00000,98.94150,6.22850
14303010,Low fat cream cheese,1,1.00000,Tablespoon,1.00000,.50000,.50000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,23.76000,.00000,.00000,34.65000,1.66350
14303010,Low fat cream cheese,2,1.00000,"Tablespoon, whipped",1.00000,.50000,.50000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,15.84000,.00000,.00000,23.10000,1.10900
14410200,American cheese (processed),1,1.00000,slice (slice = 3/4 oz),1.00000,.50000,.50000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.37044,.00000,.00000,.00000,.00000,48.56922,.00000,.00000,70.56000,3.26970
14410200,American cheese (processed),2,.25000,cup shredded,.25000,.25000,1.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.49833,.00000,.00000,.00000,.00000,65.33717,.00000,.00000,94.92000,4.39853
14410200,American cheese (processed),2,1.00000,cubic inch,1.00000,.50000,.50000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.30870,.00000,.00000,.00000,.00000,40.47435,.00000,.00000,58.80000,2.72475
14410350,Fat-free American cheese,1,1.00000,slice (slice = 3/4 oz),1.00000,.50000,.50000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.49392,.00000,.00000,.00000,.00000,.62370,.00000,.00000,31.08000,.10500
14410350,Fat-free American cheese,2,.25000,cup shredded,.25000,.25000,1.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.66444,.00000,.00000,.00000,.00000,.83903,.00000,.00000,41.81000,.14125
14410350,Fat-free American cheese,2,1.00000,cubic inch,1.00000,.50000,.50000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.38102,.00000,.00000,.00000,.00000,.48114,.00000,.00000,23.97600,.08100
14420100,Cheese spread or dip,2,1.00000,slice Velveeta,1.00000,.50000,.50000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.60976,.00000,.00000,.00000,.00000,65.05101,4.11272,.00000,100.24333,4.60774
14420100,Cheese spread or dip,1,4.00000,Tablespoons,.25000,1.00000,.25000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,1.07604,.00000,.00000,.00000,.00000,114.79590,7.25774,.00000,176.90000,8.13130
14620100,Cream cheese dip,1,2.00000,Tablespoons,2.00000,1.00000,.50000,.00000,.00000,.00360,.00000,.00000,.00000,.00360,.00000,.00000,.00660,.00000,.00000,.49133,76.29120,.28282,.00000,106.20000,5.67000
14650100,Cheese sauce,1,.25000,cup,.25000,.25000,1.00000,.12636,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.47871,.00000,.00000,.00000,.00000,70.91348,.00000,.00000,109.35000,3.65107
14650150,"Cheese sauce, low fat",1,.25000,cup,.25000,.25000,1.00000,.11178,.00000,.00061,.00000,.00000,.00000,.00061,.00000,.55890,.00182,.00000,.00000,.00000,39.96196,.30610,.00000,79.58250,1.69493
14650160,Alfredo sauce,1,.25000,cup,.25000,.25000,1.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.45502,.00000,.00000,.00000,.00000,223.76291,.00000,.00000,249.07500,15.65527
14660200,Fried cheese sticks,1,3.00000,"pieces or 4"" sticks",3.00000,1.00000,.33333,1.17744,.00000,.00000,.00000,.00000,.00000,.00000,.00000,2.60568,.22044,.00528,.00000,.00381,273.53700,4.39833,.00000,502.92000,16.35480
21101120,Grilled steak (eat lean & fat),1,1.00000,medium steak,1.00000,.50000,.50000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,6.74832,.00000,.00000,.00000,123.56280,.00000,.00000,516.12000,11.95440
21101120,Grilled steak (eat lean & fat),2,1.00000,large steak,1.00000,.50000,.50000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,8.99776,.00000,.00000,.00000,164.75040,.00000,.00000,688.16000,15.93920
21101120,Grilled steak (eat lean & fat),2,1.00000,small steak,1.00000,.50000,.50000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,5.06124,.00000,.00000,.00000,92.67210,.00000,.00000,387.09000,8.96580
21101120,Grilled steak (eat lean & fat),2,4.00000,"ounces cooked, no bone",4.00000,1.00000,.25000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,3.04336,.00000,.00000,.00000,55.72440,.00000,.00000,232.76000,5.39120
21101130,Grilled steak (eat lean only),1,1.00000,medium steak,1.00000,.50000,.50000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,5.50212,.00000,.00000,.00000,5.96700,.00000,.00000,307.32000,4.72680
21101130,Grilled steak (eat lean only),2,1.00000,large steak,1.00000,.50000,.50000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,7.37143,.00000,.00000,.00000,7.99425,.00000,.00000,411.73000,6.33270
21101130,Grilled steak (eat lean only),2,1.00000,small steak,1.00000,.50000,.50000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,4.12659,.00000,.00000,.00000,4.47525,.00000,.00000,230.49000,3.54510
21101130,Grilled steak (eat lean only),2,4.00000,"ounces cooked, no bone",4.00000,1.00000,.25000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,4.00000,.00000,.00000,.00000,3.51900,.00000,.00000,181.24000,2.78760
21102120,Fried steak (eat lean & fat),1,1.00000,medium steak,1.00000,.50000,.50000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,6.04248,.00000,.00000,.00000,210.24036,.00000,.00000,587.52000,12.97440
21102120,Fried steak (eat lean & fat),2,1.00000,large steak,1.00000,.50000,.50000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,8.05664,.00000,.00000,.00000,280.32048,.00000,.00000,783.36000,17.29920
21102120,Fried steak (eat lean & fat),2,1.00000,small steak,1.00000,.50000,.50000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,4.53186,.00000,.00000,.00000,157.68027,.00000,.00000,440.64000,9.73080
21102120,Fried steak (eat lean & fat),2,4.00000,"ounces cooked, no bone",4.00000,1.00000,.25000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,2.72504,.00000,.00000,.00000,94.81428,.00000,.00000,264.96000,5.85120
21102130,Fried steak (eat lean only),1,1.00000,medium steak,1.00000,.50000,.50000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,5.31180,.00000,.00000,.00000,38.52576,.00000,.00000,358.80000,4.82040
21102130,Fried steak (eat lean only),2,1.00000,large steak,1.00000,.50000,.50000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,7.11645,.00000,.00000,.00000,51.61464,.00000,.00000,480.70000,6.45810
21102130,Fried steak (eat lean only),2,1.00000,small steak,1.00000,.50000,.50000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,3.98385,.00000,.00000,.00000,28.89432,.00000,.00000,269.10000,3.61530
21102130,Fried steak (eat lean only),2,4.00000,"ounces cooked, no bone",4.00000,1.00000,.25000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,4.00000,.00000,.00000,.00000,22.72032,.00000,.00000,211.60000,2.84280
21103120,Breaded fried steak (eat lean & fat),1,1.00000,medium steak,1.00000,.50000,.50000,1.97559,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.04617,5.32899,.00972,.00000,2.19672,242.86635,7.38598,.00000,801.90000,16.11090
21103120,Breaded fried steak (eat lean & fat),2,1.00000,large steak,1.00000,.50000,.50000,2.63412,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.06156,7.10532,.01296,.00000,2.92896,323.82180,9.84797,.00000,1069.20000,21.48120
21103120,Breaded fried steak (eat lean & fat),2,1.00000,small steak,1.00000,.50000,.50000,1.47966,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.03458,3.99126,.00728,.00000,1.64528,181.89990,5.53189,.00000,600.60000,12.06660
21103120,Breaded fried steak (eat lean & fat),2,4.00000,"ounces cooked, no bone",4.00000,1.00000,.25000,.92194,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.02155,2.48686,.00454,.00000,1.02514,113.33763,3.44679,.00000,374.22000,7.51842
21103130,Breaded fried steak (eat lean only),1,1.00000,medium steak,1.00000,.50000,.50000,1.51032,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.03534,4.82856,.00744,.00000,1.68020,53.85258,5.65347,.00000,515.22000,6.95640
21103130,Breaded fried steak (eat lean only),2,1.00000,large steak,1.00000,.50000,.50000,2.01376,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.04712,6.43808,.00992,.00000,2.24027,71.80344,7.53796,.00000,686.96000,9.27520
21103130,Breaded fried steak (eat lean only),2,1.00000,small steak,1.00000,.50000,.50000,1.13680,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.02660,3.63440,.00560,.00000,1.26467,40.53420,4.25530,.00000,387.80000,5.23600
21103130,Breaded fried steak (eat lean only),2,4.00000,"ounces cooked, no bone",4.00000,1.00000,.25000,.87696,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.02052,2.80368,.00432,.00000,.97560,31.26924,3.28266,.00000,299.16000,4.03920
21304220,BBQ short ribs with sauce,1,1.00000,medium rib,1.00000,1.00000,1.00000,.06375,.00000,.00459,.00000,.00000,.00000,.00459,.00000,.00000,.93534,.00000,.00000,.00057,28.05408,3.76345,.00000,107.61000,2.43780
21304220,BBQ short ribs with sauce,2,1.00000,large rib,1.00000,1.00000,1.00000,.08750,.00000,.00630,.00000,.00000,.00000,.00630,.00000,.00000,1.28380,.00000,.00000,.00078,38.50560,5.16552,.00000,147.70000,3.34600
21304220,BBQ short ribs with sauce,2,1.00000,small rib,1.00000,1.00000,1.00000,.02750,.00000,.00198,.00000,.00000,.00000,.00198,.00000,.00000,.40348,.00000,.00000,.00024,12.10176,1.62345,.00000,46.42000,1.05160
21401110,Roast beef (eat lean & fat),1,1.00000,medium slice,1.00000,.50000,.50000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,1.34988,.00000,.00000,.00000,36.83232,.00000,.00000,111.72000,2.87280
21401110,Roast beef (eat lean & fat),2,1.00000,thick slice,1.00000,.50000,.50000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,2.02482,.00000,.00000,.00000,55.24848,.00000,.00000,167.58000,4.30920
21401110,Roast beef (eat lean & fat),2,1.00000,thin slice,1.00000,1.00000,1.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.67494,.00000,.00000,.00000,18.41616,.00000,.00000,55.86000,1.43640
21401110,Roast beef (eat lean & fat),2,4.00000,ounces after cooking,4.00000,1.00000,.25000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,3.64468,.00000,.00000,.00000,99.44726,.00000,.00000,301.64400,7.75656
21401120,Roast beef (eat lean only),1,1.00000,medium slice,1.00000,.50000,.50000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,1.48134,.00000,.00000,.00000,6.37686,.00000,.00000,82.74000,1.36080
21401120,Roast beef (eat lean only),2,1.00000,thick slice,1.00000,.50000,.50000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,2.22201,.00000,.00000,.00000,9.56529,.00000,.00000,124.11000,2.04120
21401120,Roast beef (eat lean only),2,1.00000,thin slice,1.00000,1.00000,1.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.74067,.00000,.00000,.00000,3.18843,.00000,.00000,41.37000,.68040
21401120,Roast beef (eat lean only),2,4.00000,ounces after cooking,4.00000,1.00000,.25000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,4.00000,.00000,.00000,.00000,17.21752,.00000,.00000,223.39800,3.67416
21417120,Beef brisket,1,1.00000,"medium slice, 1/4 "" thick",1.00000,.50000,.50000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,1.44480,.00000,.00000,.00000,9.53316,.00000,.00000,96.60000,1.73460
21417120,Beef brisket,2,1.00000,thick slice,1.00000,.50000,.50000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,2.16720,.00000,.00000,.00000,14.29974,.00000,.00000,144.90000,2.60190
21417120,Beef brisket,2,1.00000,thin slice,1.00000,1.00000,1.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.72240,.00000,.00000,.00000,4.76658,.00000,.00000,48.30000,.86730
21417120,Beef brisket,2,4.00000,ounces after cooking,4.00000,1.00000,.25000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,4.00000,.00000,.00000,.00000,20.88216,.00000,.00000,211.60000,3.79960
21501000,"Ground beef (75% lean, regular)",1,1.00000,medium patty (4 per pound),1.00000,.50000,.50000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,2.69110,.00000,.00000,.00000,79.07040,.00000,.00000,234.60000,6.13700
21501000,"Ground beef (75% lean, regular)",2,1.00000,ounce after cooking,1.00000,1.00000,1.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.88648,.00000,.00000,.00000,26.04672,.00000,.00000,77.28000,2.02160
21501000,"Ground beef (75% lean, regular)",2,1.00000,ounce raw (cooked yield),1.00000,1.00000,1.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.66486,.00000,.00000,.00000,19.53504,.00000,.00000,57.96000,1.51620
21501000,"Ground beef (75% lean, regular)",2,1.00000,large patty (3 per pound),1.00000,.50000,.50000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,3.57758,.00000,.00000,.00000,105.11712,.00000,.00000,311.88000,8.15860
21501000,"Ground beef (75% lean, regular)",2,1.00000,medium meatball,1.00000,1.00000,1.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.88648,.00000,.00000,.00000,26.04672,.00000,.00000,77.28000,2.02160
21501000,"Ground beef (75% lean, regular)",2,1.00000,small patty (5 per pound),1.00000,.50000,.50000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,2.15288,.00000,.00000,.00000,63.25632,.00000,.00000,187.68000,4.90960
21501200,Ground beef (80% lean),1,1.00000,medium patty (4 per pound),1.00000,.50000,.50000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,2.81688,.00000,.00000,.00000,73.91736,.00000,.00000,236.72000,5.88720
13160410,Low fat ice cream,1,1.00000,cup,1.00000,.25000,.25000,.72199,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.35894,.23290,.00000,.00000,.00000,11.61486,171.70839,.00000,228.79000,.82200
13210250,Diet pudding (instant or canned),1,.50000,cup (4 fl oz),.50000,.25000,.50000,.49010,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.44980,.00000,.00000,.00000,.00087,10.02690,28.58916,.00000,105.30000,.75400
13210280,Pudding (instant or canned),1,.50000,cup (4 fl oz),.50000,.25000,.50000,.24665,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.45023,.00000,.00000,.00000,.00000,19.00341,57.78004,.00000,133.11000,1.34415
13220220,"Pudding, no sugar added",1,.50000,cup (4 fl oz),.50000,.25000,.50000,.54125,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.47375,.00000,.00000,.00000,.00625,1.72125,.00000,.00000,81.25000,1.15250
13411000,White sauce (cream sauce),1,.25000,cup,.25000,.25000,1.00000,.23438,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.24000,.00000,.00000,.00000,.00000,58.13437,.00000,.00000,90.62500,1.71250
13412000,Milk gravy,1,.25000,cup,.25000,.25000,1.00000,.19500,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.24938,.00000,.00000,.00000,.00000,56.54250,.00000,.00000,88.12500,2.77500
14104010,"Cheese (cheddar, Swiss)",1,1.00000,slice (slice = 1 oz),1.00000,.50000,.50000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.66679,.00000,.00000,.00000,.00000,83.35751,.00000,.00000,114.25050,5.97902
14640100,Grilled cheese sandwich,1,1.00000,sandwich,1.00000,.50000,.50000,2.03600,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.49000,.00000,.00000,.00000,.27000,125.97400,8.22000,.00000,290.00000,5.97800
7258,"Turkey lunch meat, fat free",1,1.00000,ounce,.50000,1.00000,1.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.98840,.00000,.00000,.00000,.00000,.00000,.00000,28.56000,.06552
92101000,Coffee,2,1.00000,fast food (16 fl oz order),1.00000,.50000,.50000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,14.20000,.00000
92101900,Latte,1,1.00000,medium (14 fl oz order),1.00000,.50000,.50000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,1.07304,.00000,.00000,.00000,.00000,45.31248,.00000,.00000,142.80000,3.30480
92101900,Latte,2,1.00000,cup,1.00000,.50000,.50000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.53652,.00000,.00000,.00000,.00000,22.65624,.00000,.00000,71.40000,1.65240
92101900,Latte,2,1.00000,large (17 fl oz order),1.00000,.50000,.50000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,1.27555,.00000,.00000,.00000,.00000,53.86410,.00000,.00000,169.75000,3.92850
92101900,Latte,2,1.00000,small (11 fl oz order),1.00000,.50000,.50000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.80478,.00000,.00000,.00000,.00000,33.98436,.00000,.00000,107.10000,2.47860
92161000,Cappuccino,1,1.00000,medium (17 fl oz order),1.00000,.50000,.50000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,1.01088,.00000,.00000,.00000,.00000,70.37766,.00000,.00000,160.38000,4.56840
92161000,Cappuccino,2,1.00000,large (20 fl oz order),1.00000,.50000,.50000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,1.20224,.00000,.00000,.00000,.00000,83.70018,.00000,.00000,190.74000,5.43320
92161000,Cappuccino,2,1.00000,mug (8 fl oz order),1.00000,.50000,.50000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.49920,.00000,.00000,.00000,.00000,34.75440,.00000,.00000,79.20000,2.25600
92161000,Cappuccino,2,1.00000,small (13 fl oz order),1.00000,.50000,.50000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.75920,.00000,.00000,.00000,.00000,52.85565,.00000,.00000,120.45000,3.43100
7259,"Turkey breast lunch meat, fat free",1,1.00000,ounce,1.00000,1.00000,1.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.98840,.00000,.00000,.00000,.00000,.00000,.00000,23.52000,.05740
16126,"Tofu, firm",1,.25000,cup,.25000,.25000,1.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.99981,.00000,.00000,.00000,.00000,.00000,44.10000,.54369
16126,"Tofu, firm",2,.25000,block (3 oz),1.00000,.25000,1.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,1.28547,.00000,.00000,.00000,.00000,.00000,56.70000,.69903
16129,Fried tofu,1,.25000,cup,.25000,.25000,1.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.98394,.00000,1.65609,.00000,.00000,.00000,168.02000,1.80916
16129,Fried tofu,2,1.00000,piece,1.00000,1.00000,1.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.20631,.00000,.34724,.00000,.00000,.00000,35.23000,.37934
23559,Ground beef (95% lean),1,1.00000,medium patty (4 per pound),1.00000,.50000,.50000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,3.60060,.00000,.00000,.00000,.00000,.00000,.00000,167.28000,2.75196
23559,Ground beef (95% lean),2,1.00000,ounce after cooking,1.00000,1.00000,1.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.98840,.00000,.00000,.00000,.00000,.00000,.00000,45.92000,.75544
23559,Ground beef (95% lean),2,1.00000,ounce raw (cooked yield),1.00000,1.00000,1.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.91780,.00000,.00000,.00000,.00000,.00000,.00000,42.64000,.70148
